,logistic,hyperbolic,deepwalk32,deepwalk64,deepwalk4,deepwalk16,deepwalk128,deepwalk2,deepwalk8
logistic,0.0,7.9549492989e-06,0.000308889795873,3.27618184471e-05,8.87331022869e-05,1.55841261868e-05,0.000670907957711,0.000220531370754,6.96930451821e-05
hyperbolic,0.0,0.0,0.81781575614,0.809852430669,0.564866912743,0.40914834607,0.583401641,0.317760472672,0.253850508353
deepwalk32,0.0,0.0,0.0,0.970785522048,0.721760307997,0.644805822544,0.743404600184,0.500948401189,0.294035477195
deepwalk64,0.0,0.0,0.0,0.0,0.719960758916,0.723752476653,0.796235913571,0.488608353213,0.374057707362
deepwalk4,0.0,0.0,0.0,0.0,0.0,0.988758662842,0.956176853935,0.792781763346,0.604660533153
deepwalk16,0.0,0.0,0.0,0.0,0.0,0.0,0.956911932591,0.724452858098,0.482918743379
deepwalk128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.891184508483,0.656044590522
deepwalk2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.740154593272
deepwalk8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
